BARRIO,CAPACIDAD,CLASE,COMUNA,CP,CPA,DIRECCION,DISPOSICION,ESTADO,ESTADO_OBESERVACIONES,FECHA_DE_ENTREGA_NUEVA_REVALIDA,FECHA_DE_NOTIFICACION,FECHA_DISPOSICION_DE_CAPACIDAD,FECHA_DISPOSICION_DE_RECHAZO,FECHA_DISP_INSCRIPCION,FECHA_DISP_RE_INSCRIPCION,FECHA_ENVIO,NOMBRE,NOTIFICADO,NUMERO_DIPS,NUMERO_DISPOSICION_DE_RECALCULO_CAPACIDAD,NUMERO_DISP_DE_RECHAZO,NUMERO_EXPEDIENTE,NUMERO_REGISTRO,PERIODO,PISO,VENCIMIENTO,X,Y
RECOLETA,581,C,COMUNA 02,1425,C1425CKO,"FIGUEROA ALCORTA, PRES. AV. 2270",116,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA,13/06/2014, ,30/12/2009, ,30/12/2009,06/01/2014, ,MODENA DESIGN, ,1,116, , 48226/09,114,2016-SEM10, ,20/07/2014,-5.839.383.970.000.000,-3.458.276.289.999.990
MONSERRAT,819,CC,COMUNA 01,1064,C1064AAN,BALCARCE 682,19,RENOVADO 2015, ,04/05/2016, ,10/03/2006, ,09/03/2005,23/03/2016, ,MOLIERE, ,32,25, ,10598/05,14,2016-SEM10, ,03/08/2016,-583.705.292,-346.155.689
BALVANERA,460,C,COMUNA 03,1222,C1222ABA,MEXICO 1863,66,RENOVADO 2015, ,16/06/2016, ,10/01/2006, ,08/06/2005,16/06/2016, ,MONTECARLO, ,65,6, ,10673/05,56,2016-SEM10, ,20/09/2016,-583.926.242,-3.461.571.529.999.990
FLORES,922,C,COMUNA 07,1406,C1406GMC,RIVADAVIA AV. 7217,95,BAJA DE INSCRIPCION, , , ,05/11/2008, ,05/11/2008,15/11/2013, ,MORENA, ,174,95, ,54743/08,100,2016-SEM10, , ,-5.846.728.110.000.000,-346.299.815
SAN NICOLAS,300,CC,COMUNA 01,1007,C1007ABC,ESMERALDA 565,62,RENOVADO 2015, ,12/04/2016, ,12/11/2009, ,12/04/2006,14/04/2016, ,MUNDO LATINO, ,45,102, ,10631/05,75,2016-SEM10,PLANTA BAJA,30/06/2016,-5.837.812.389.999.990,-3.460.152.860.000.000
MONSERRAT,1952,C,COMUNA 01,1068,C1068AAA,PERU 529,43,INSCRIPCION VENCIDA, , , ,13/07/2005, ,22/03/2005,27/03/2009, ,MUSEUM, ,36,80, ,10666/05,40,2016-SEM10, , ,-5.837.467.379.999.990,-3.461.419.250.000.000
CHACARITA,500,C,COMUNA 15,1427,C1427EIN,"DUMONT, SANTOS 4060",10,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA,15/02/2013, ,29/01/2010, ,29/01/2010,24/02/2012, ,NEO CLUB, ,11,10, ,1544367/09,116,2016-SEM10, ,28/03/2013,-5.845.001.609.999.990,-3.458.874.790.000.000
PALERMO,1602,C,COMUNA 14,1425,C1425BHF,SANTA FE AV. 4389,27,BAJA INSC: DISP. 77/2008 CONJUNTA, , , ,17/10/2005, ,11/03/2005, , ,NEW METROPOLIS, , ,145,61,10628/05,24,2016-SEM10, , ,-5.842.323.869.999.990,-3.457.965.329.999.990
RECOLETA,295,CC,COMUNA 02,1113,C1113AAS,JUNIN 1715,36,BAJA DE INSCRIPCION, , , ,23/03/2006, ,17/03/2005,01/04/2015, ,NEW PORT, ,42,54, ,10566/05,33,2016-SEM10, , ,-5.839.277.570.000.000,-3.458.909.789.999.990
PALERMO,1118,C,COMUNA 14,1414,C1414BFD,"VEGA, NICETO, CNEL. AV. 5508",24,RENOVADO 2015, ,06/06/2016, ,06/05/2005, ,10/03/2005,11/03/2016, ,NICETO CLUB, ,20,58, ,10592/05,21,2016-SEM10, ,06/09/2016,-5.843.872.979.999.990,-3.458.724.099.999.990
SAN NICOLAS,1100,C,COMUNA 01,1041,C1041AAM,SARMIENTO 667,104,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA,16/11/2011, ,12/11/2009, ,12/11/2009,11/11/2011, ,NON SERVIAM, ,129,104, ,1927/09,112,2016-SEM10, ,15/02/2012,-5.837.614.409.999.990,-3.460.460.009.999.990
VILLA DEL PARQUE,480,C,COMUNA 11,1419,C1419HYU,"BEIRO, FRANCISCO AV. 3334",12,RENOVADO 2015, ,11/08/2016, ,24/02/2012, ,24/02/2012,09/03/2016, ,ONE MORE CLUB, ,17,12, ,207312/12,132,2016-SEM10, ,10/11/2016,-5.849.994.980.000.000,-3.459.860.069.999.990
RETIRO,1239,CC,COMUNA 01,1107,C1107CPE,"GRIERSON, CECILIA 225",31,BAJA INSC: DISP. 44/2008 CONJUNTA, , , ,17/03/2006, ,15/03/2005,30/03/2007, ,OPERA BAY, ,48,32, ,10674/05,28,2016-SEM10, , ,-5.836.574.459.999.990,-3.459.827.700.000.000
PALERMO,626, ,COMUNA 14,1414,C1414CWF,"JUSTO, JUAN B. AV. 1675",111,BAJA DE INSCRIPCION, , , ,07/10/2011, ,07/10/2011,10/10/2013, ,OPIUM GARDEN, ,154,111, ,1653447/11,128,2016-SEM10, , ,-5.843.653.849.999.990,-3.458.639.649.999.990
SAN NICOLAS,200,CC,COMUNA 01,1019,C1019ABH,MONTEVIDEO 310,146,RENOVADO 2015, ,12/07/2016, ,22/12/2011, ,22/12/2011,23/12/2015, ,OYE CHICO, ,120,146, ,2204807/11,131,2016-SEM10, ,13/10/2016,-5.838.940.219.999.990,-3.460.490.930.000.000
BELGRANO,1942,C,COMUNA 13,,,COST Y PAMPA/AV.OBLIGADO 6151,91,BAJA DE INSCRIPCION, , , , , , , , ,PACHA / PACHA BS AS, ,97,105, ,30712/05,65,2016-SEM10, , ,-5.842.894.960.000.000,-3.455.101.119.999.990
RECOLETA,364,CC,COMUNA 02,1128,C1128ACH,"LOPEZ, VICENTE 2134",53,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA,15/05/2015, ,21/04/2006, ,21/04/2005,30/05/2014, ,PAGANA, ,76,66, ,13361/05,50,2016-SEM10, ,17/08/2015,-58.394.638,-3.458.837.499.999.990
PALERMO,650,C,COMUNA 14,1425,C1425FFJ,"BORGES, JORGE LUIS 2450",29,RENOVADO 2015, ,07/07/2016, ,18/08/2005, ,14/03/2005,18/03/2016, ,PALERMO CLUB, ,27,121, ,10619/05,26,2016-SEM10, ,07/08/2016,-5.842.146.309.999.990,-3.458.236.709.999.990
CABALLITO,1593,CC,COMUNA 06,1235,C1235ABE,LA PLATA AV. 735,67,RENOVADO 2015, ,19/07/2016, ,08/06/2005, ,08/06/2005,16/06/2016, ,PHUKET, ,61,67, ,20810/05,57,2016-SEM10, ,20/10/2016,-5.842.748.910.000.000,-3.462.415.279.999.990
RECOLETA,150,CC,COMUNA 02,1113,C1113AAS,JUNIN 1787,45,BAJA INSC: DISP. CONJUNTA NRO 005/2010, , , ,23/03/2006, ,23/03/2006, , ,PISO 1, , ,45, ,76735/05,71,2016-SEM10, , ,-5.839.238.660.000.000,-3.458.843.209.999.990
BELGRANO,1143,C,COMUNA 13,1428,,"OBLIGADO RAFAEL, AV.COSTANERA 6201",68,RENOVADO 2015, ,06/05/2015, ,20/05/2011, ,20/05/2011,29/05/2015, ,PIZZA BANANA, ,59,68, ,736109/11,125,2016-SEM10, ,22/06/2015,-5.842.970.590.000.000,-3.455.051.069.999.990
BALVANERA,200,C,COMUNA 03,1039,C1039AAS,"MITRE, BARTOLOME 2737",4,BAJA DE INSCRIPCION, , , ,05/05/2006, ,14/02/2007,05/05/2006, ,POPULARISIMO, ,71,71, ,10662/05,51,2016-SEM10, , ,-5.840.513.870.000.000,-3.460.875.260.000.000
MONSERRAT,586,C,COMUNA 01,1064,C1064AAK,BALCARCE 563,122,BAJA INSC: DISP. NRO 002/2010, , , ,29/08/2008, ,02/11/2006,12/11/2008, ,POR VOS BS AS, ,98,83, ,38142/06,82,2016-SEM10,PLANTA BAJA, ,-5.837.073.310.000.000,-3.461.436.350.000.000
PALERMO,604,C,COMUNA 14,1414,C1414DOB,"SCALABRINI ORTIZ, RAUL AV. 1425",96,RENOVADO 2015, ,07/04/2016, ,18/11/2011, ,16/11/2007,16/11/2015, ,PORTO SOHO, ,106,134, ,64702/07,94,2016-SEM10, ,30/06/2016,-584.264.741,-3.459.202.779.999.990
PALERMO,894,C,COMUNA 14,,,SARMIENTO AV. Y CASARES AV.,142,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA,27/04/2015, ,07/11/2012, ,07/11/2012,05/12/2014, ,POUND, ,131,142, ,1670344/12,136,2016-SEM10, ,03/06/2015,-5.840.945.560.000.000,-3.456.900.879.999.990
PALERMO,2966,C,COMUNA 14,1425,,"OBLIGADO RAFAEL, AV.COSTANERA 1221",526,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA,19/09/2014, ,20/02/2008, ,27/02/2008,05/12/2014, ,PRIVILEGE BA, ,129,526, ,47762/07,97,2016-SEM10, ,15/12/2014,-5.839.800.950.000.000,-3.457.053.630.000.000
PALERMO,784,C,COMUNA 14,1414,C1414DOQ,"SCALABRINI ORTIZ, RAUL AV. 1648",96,RENOVADO 2015, ,04/07/2016, ,06/07/2012, ,06/07/2012,07/07/2016, ,RABBIT, ,69,96, ,540934/12,134,2016-SEM10, ,30/09/2016,-5.842.452.469.999.990,-3.459.051.190.000.000
CONSTITUCION,3050,C,COMUNA 01,1137,C1137ABD,O'BRIEN 1232,72,RENOVADO 2015, ,15/07/2016, ,27/11/2008, ,13/06/2005,16/10/2015, ,RADIO STUDIO, ,98,104, ,20814/05,60,2016-SEM10, ,20/09/2016,-5.838.309.019.999.990,-3.462.910.790.000.000
MONSERRAT,186,CC,COMUNA 01,1084,C1084AAR,DE MAYO AV. 948,85,INSCRIPCION VENCIDA, , , ,06/03/2006, ,19/07/2005,10/07/2006, ,REQUIEM GOTIC, ,90,19, ,24460/05,63,2016-SEM10, , ,-5.837.981.950.000.000,-3.460.902.399.999.990
FLORESTA,1872,C,COMUNA 10,1407,C1407DYN,RIVADAVIA AV. 7806,38,RENOVADO 2015, ,16/06/2016, ,05/10/2005, ,18/03/2005,18/03/2016, ,RETRO, ,30, , ,10667/05,35,2016-SEM10, ,15/09/2016,-5.847.475.579.999.990,-3.463.223.099.999.990
MONSERRAT,901,C,COMUNA 01,1067,C1067AAH,PERU 342,4,RENOVADO 2016, ,07/06/2016, ,24/04/2006, ,01/03/2005,01/03/2016, ,REY CASTRO, ,17,67, ,11115/05,3,2016-SEM10, ,03/09/2016,-583.747.191,-3.461.200.259.999.990
VELEZ SARSFIELD,120,CC,COMUNA 10,1407,C1407DZA,RIVADAVIA AV. 9131,63,SUSPENDIDO,SUSPENDIDO,17/07/2012, ,13/05/2011, ,13/05/2011,18/05/2012, ,RIVADAVIA 9131, ,70,63, ,316734/11,124,2016-SEM10, ,11/10/2012,-584.927.341,-3.463.632.770.000.000
PALERMO,1370,C,COMUNA 14,1414,C1414BNA,HONDURAS 5445,139,RENOVADO 2015, ,19/07/2016, ,29/11/2011, ,29/11/2011,26/11/2015, ,ROSEBAR, ,113,139, ,2040335/11,130,2016-SEM10, ,30/09/2016,-5.843.450.760.000.000,-3.458.556.680.000.000
BELGRANO,765,CC,COMUNA 13,1428,C1428BCN,"FIGUEROA ALCORTA, PRES. AV. 6442",21,BAJA INSC: DISP. 40/13, , , ,02/11/2005, ,10/03/2005,09/03/2012, ,RUMI, ,31,149, ,10834/05,18,2016-SEM10, , ,-5.843.548.160.000.000,-3.455.310.049.999.990
RECOLETA,870,C,COMUNA 02,1113,C1113AAS,JUNIN 1735,35,BAJA INSC: DISP. CONJUNTA NRO 74/11, , , ,23/03/2006, ,17/03/2005,19/03/2010, ,SAHARA, ,43,46, ,10658/05,32,2016-SEM10, , ,-5.839.266.899.999.990,-3.458.891.539.999.990
SAN NICOLAS, ,AR,COMUNA 01,1041,C1041ABB,SARMIENTO 1374,50,BAJA INSC: DISP. NRO 30/DGHP/2008, , , , , ,23/03/2005, , ,SALON AGUSTEO, , , , ,10587/05,47,2016-SEM10, , ,-5.838.605.739.999.990,-3.460.527.950.000.000
NUEVA POMPEYA,2346,C,COMUNA 04,1437,C1437DNE,SAENZ AV. 459,5,RENOVADO 2016, ,14/07/2016, ,23/10/2008, ,23/02/2007,19/02/2016, ,SALON ROCK SUR, ,11,90, ,83809/06,86,2016-SEM10, ,20/10/2016,-584.162.599,-3.464.477.490.000.000
FLORES,186,CC,COMUNA 07,1406,C1406BGB,BOYACA AV. 28,34,RENOVADO 2015, ,26/04/2016, ,16/03/2007, ,16/03/2007,18/03/2016, ,SEU DISCO, ,28,34, ,"72,693/05",87,2016-SEM10, ,27/07/2016,-5.845.703.369.999.990,-346.263.559
RECOLETA,300,CC,COMUNA 02,1128,C1128ACI,"LOPEZ, VICENTE 2233",45,SUSPENDIDO DISP. NRO 26/DGHP/08, , , ,18/01/2007, ,22/03/2005,18/01/2007, ,SODOMA, ,1,1, ,10671/05,42,2016-SEM10, , ,-5.839.552.659.999.990,-3.458.741.650.000.000
SAN NICOLAS,980,C,COMUNA 01,1042,C1042ABH,SARMIENTO 1752,18,RENOVADO 2015, ,12/07/2016, ,05/08/2013, ,07/03/2005,09/03/2016, ,SUDACA, ,17,134, ,10622/05,13,2016-SEM10, ,13/10/2016,-5.839.146.509.999.990,-3.460.562.790.000.000
FLORES,999,C,COMUNA 07,1406,C1406FBA,"MARTI, JOSE 17",30,RENOVADO 2015, ,15/06/2016, ,27/08/2010, ,15/03/2005,15/03/2016, ,TABASCO PUB, ,23,108, ,10585/05,27,2016-SEM10, ,15/09/2016,-5.847.227.689.999.990,-3.463.180.020.000.000
COLEGIALES,1584,CC,COMUNA 13,1426,C1426CQH,"LACROZE, FEDERICO AV. 3453",52,RENOVADO 2015, ,27/10/2016, ,04/01/2006, ,01/04/2005,01/04/2016, ,TEATRO VORTERIX, ,41,7, ,10621/05,49,2016-SEM10, ,28/12/2016,-58.450.837,-3.458.013.540.000.000
BELGRANO,335,C,COMUNA 13,1428,,"OBLIGADO RAFAEL, AV.COSTANERA 6211",94,RENOVADO 2015, ,22/06/2016, ,15/10/2010, ,16/10/2009,18/09/2015, ,TEQUILA, ,94,118, ,49401/09,110,2016-SEM10, ,22/09/2016,-5.842.975.959.999.990,-3.455.047.019.999.990
PALERMO,2028,C,COMUNA 14,,,"OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.",10,RENOVADO 2015, ,19/08/2016, , , , , , ,TERRAZAS DEL ESTE, ,122,34, ,1602841/10,120,2016-SEM10, ,24/11/2016,-5.840.193.680.000.000,-345.679.187
BALVANERA,405,C,COMUNA 03,1171,C1171ABE,AGUERO 445,156,RENOVADO 2015, ,20/10/2016, ,18/11/2005, ,18/11/2005,16/11/2015, ,THE FLOWER, ,108,156, ,46266/05,67,2016-SEM10, ,27/01/2017,-5.841.185.829.999.990,-3.460.465.229.999.990
RECOLETA,396,CC,COMUNA 02,1021,C1021ABB,RODRIGUEZ PEÑA 1220,64,RENOVADO 2015, ,29/04/2016, ,12/05/2006, ,18/05/2005,19/05/2016, ,THE SHAMROCK, ,57,63, ,10556/05,54,2016-SEM10, ,27/07/2016,-583.921.347,-3.459.462.539.999.990
RETIRO,415,CC,COMUNA 01,1054,C1054AAE,CORDOBA AV. 543,100,RENOVADO 2015, ,29/06/2016, ,14/11/2008, ,14/11/2008,16/11/2015, ,THE SUB, ,107,100, ,40833/08,101,2016-SEM10, ,13/07/2016,-5.837.492.759.999.990,-3.459.861.649.999.990
RECOLETA,177,CC,COMUNA 02,1128,C1128ACH,"LOPEZ, VICENTE 2188",28,BAJA INSC: DISP. CONJUNTA NRO 007/2010, , , ,17/03/2006, ,14/03/2005,17/03/2006, ,TIRO LOCO, ,38,38, ,11118/05,25,2016-SEM10, , ,-5.839.514.760.000.000,-3.458.801.480.000.000
BELGRANO,992,C,COMUNA 13,1428,C1428BRD,"UGARTE, MANUEL 1640",82,RENOVADO 2015, ,10/05/2016, ,23/09/2013, ,10/05/2013,30/05/2016, ,UGARTE, ,51,149, ,832758/10,139,2016-SEM10, ,11/08/2016,-5.845.394.060.000.000,-3.455.225.899.999.990
BALVANERA,630,C,COMUNA 03,1192,C1192AAB,GUARDIA VIEJA 3360,101,RENOVADO 2015, ,21/07/2016, ,16/11/2007, ,11/08/2006,13/08/2015, ,UNI CLUB, ,82,97, ,30099/06,81,2016-SEM10, ,27/10/2016,-5.841.222.760.000.000,-3.460.271.310.000.000
PALERMO,650,C,COMUNA 14,1426,C1426CRE,OLLEROS AV. 1775,34,RENOVADO 2016, ,14/06/2016, ,04/03/2009, ,16/03/2005,02/03/2016, ,VELVET FRERE, ,20,19, ,10668/05,31,2016-SEM10, ,15/09/2016,-5.843.825.780.000.000,-3.456.497.149.999.990
CABALLITO,300,C,COMUNA 06,1405,C1405DCQ,DIAZ VELEZ AV. 4820,119,RENOVADO 2015, ,22/03/2016, ,04/11/2011, ,04/11/2011,18/12/2015, ,VIEJO CORREO, ,133,119, ,37589/09,129,2016-SEM10, ,22/06/2016,-5.843.495.310.000.000,-3.460.882.449.999.990
BELGRANO,238,CC,COMUNA 13,1428,C1428DMS,JURAMENTO 1543,104,RENOVADO 2015, ,22/06/2016, ,21/12/2007, ,21/12/2007,13/05/2016, ,VIPER, ,52,104, ,81882/07,96,2016-SEM10, ,15/09/2016,-5.844.821.319.999.990,-3.455.694.650.000.000
PALERMO,756,C,COMUNA 14,1414,C1414BNB,HONDURAS 5450,103,INSCRIPCION 2015, ,05/07/2016, ,29/10/2015, ,29/10/2015, , ,VITA, , ,103, ,29349757,146,2016-SEM10, ,30/07/2016,-5.843.401.099.999.990,-345.860.281
PALERMO,187,CC,COMUNA 14,1414,C1414CKM,DORREGO 1735,131,RENOVADO 2015, ,29/06/2016, ,18/10/2012, ,18/10/2012,20/07/2016, ,VOODOO MOTEL, ,74,131, ,2127478/12,135,2016-SEM10, ,28/09/2016,-5.844.302.239.999.990,-3.458.149.240.000.000
MONSERRAT,532,C,COMUNA 01,1086,C1086AAP,"YRIGOYEN, HIPOLITO 968",94,RENOVADO 2015, ,02/06/2016, ,07/11/2008, ,07/11/2008,11/03/2016, ,VOX, ,21,94, ,48523/08,99,2016-SEM10, ,03/09/2016,-5.838.003.880.000.000,-3.460.959.100.000.000
PALERMO,563,C,COMUNA 14,1414,C1414CVF,DARWIN 1574 / AV. J. B. JUSTO 1634,59,RENOVADO 2015, ,08/04/2016, ,13/05/2016, ,28/04/2011,13/05/2016, ,WANNA, ,47,59, ,519875/11,123,2016-SEM10, ,28/06/2016,-5.843.564.599.999.990,-3.458.668.519.999.990
BELGRANO,320,C,COMUNA 13,1428,C1428BCY,"FIGUEROA ALCORTA, PRES. AV. 7536",17,RENOVADO 2015, ,16/05/2016, ,06/07/2006, ,03/03/2005,01/04/2016, ,WESTERN, ,43,89, ,10602/05,16,2016-SEM10, ,11/08/2016,-5.844.843.439.999.990,-3.454.692.479.999.990
PALERMO,272,CC,COMUNA 14,1414,C1414BFD,"VEGA, NICETO, CNEL. AV. 5534",87,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA,10/09/2014, ,28/08/2009, ,28/08/2009,20/10/2011, ,WET CLUB, ,116,87, ,48222/09,109,2016-SEM10, ,06/09/2014,-584.388.565,-3.458.715.269.999.990
PUERTO MADERO,490,C,COMUNA 01,1107,C1107CQA,"DE LA BARRA, EMMA 333",89,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA, , ,22/07/2011, ,22/07/2011, , ,WHO, , ,89, ,990186/11,126,2016-SEM10, ,05/11/2012,-5.836.432.750.000.000,-3.460.102.729.999.990
VILLA DEVOTO,692,C,COMUNA 11,1419,C1419ICQ,SAN MARTIN AV. 6628,12,RENOVADO 2015, ,01/07/2016, ,10/06/2005, ,03/03/2005,15/03/2016, ,XEL - HA, ,26,70, ,10614/05,11,2016-SEM10, ,17/08/2016,-5.850.792.650.000.000,-3.459.290.800.000.000
SAN NICOLAS,520,C,COMUNA 01,1008,C1008AAL,SUIPACHA 586,43,RENOVADO 2015, ,30/06/2016, ,23/03/2011, ,23/03/2011,23/03/2016, ,YOUR CLUB, ,31,43, ,254976/11,122,2016-SEM10, ,30/09/2016,-5.837.961.889.999.990,-3.460.152.349.999.990
PUERTO MADERO,214,CC,COMUNA 01,1107,C1107CBG,MANSO JUANA 305,101,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA,11/06/2015, ,06/12/2007, ,06/12/2007,06/03/2014, ,ACQUA LOUNGE, ,25,101, ,19740/07,95,2016-SEM11,PLANTA BAJA,20/07/2015,-5.836.383.620.000.000,-3.460.149.429.999.990
ALMAGRO,2450,C,COMUNA 05,1181,C1181ACT,GASCON 1036,84,RENOVADO 2015, ,09/05/2016, ,20/12/2012, ,14/07/2005,23/11/2015, ,AMERIKA, ,110,158, ,10601/05,62,2016-SEM11, ,10/08/2016,-5.842.355.760.000.000,-3.459.868.980.000.000
FLORES,778,CC,COMUNA 07,1406,C1406AIA,NAZCA AV. 55,120,RENOVADO 2015, ,27/04/2016, ,09/10/2007, ,20/10/2010,23/10/2015, ,AMNESIA, ,102,91, ,10617/05,37,2016-SEM11, ,27/07/2016,-5.846.987.260.000.000,-3.462.993.680.000.000
BALVANERA,425,C,COMUNA 03,1056,C1056ABH,VIAMONTE 2168,44,RENOVADO 2015, , , , , , , , ,ANGEL´S DISCO, ,36,92, ,11627/05,41,2016-SEM11, , ,-5.839.811.490.000.000,-3.460.109.599.999.990
FLORES,216,CC,COMUNA 07,1406,C1406GMF,RIVADAVIA AV. 7523,12,INSCRIPCION VENCIDA, ,17/12/2015, ,21/02/2006, ,21/02/2006,09/03/2015, ,ASBURY ROCK, ,17,12, ,36839/05,70,2016-SEM11, ,15/03/2016,-5.847.166.130.000.000,-3.463.114.749.999.990
PUERTO MADERO,622,C,COMUNA 01,1107,C1107CDA,"COSSETTINI, OLGA 751",25,RENOVADO 2016, ,20/04/2016, ,23/04/2007, ,10/03/2005,04/03/2016, ,ASIA DE CUBA, ,21,57, ,10642/05,22,2016-SEM11, ,20/07/2016,-5.836.403.709.999.990,-3.460.593.850.000.000
BALVANERA,622,C,COMUNA 03,1193,C1193AAS,CORRIENTES AV. 3328,16,BAJA INSC: DISP. 02/14 CONJUNTA, , , ,23/06/2006, ,03/03/2005,25/06/2013, ,AZUCAR ABASTO, ,116,88, ,12571/05,15,2016-SEM11, , ,-5.841.223.389.999.990,-3.460.418.119.999.990
BELGRANO,521,C,COMUNA 13,1428,C1428AAP,CABILDO AV. 2040,33,BAJA INSC: DISP. CONJUNTA NRO 47/2010, , , ,14/09/2007, ,16/03/2005,18/12/2009, ,AZUCAR BELGRANO, ,114,90, ,10832/05,30,2016-SEM11, , ,-5.845.630.239.999.990,-3.456.267.660.000.000
PALERMO,350,C,COMUNA 14,1188,C1188AAH,CORDOBA AV. 4175,63,INSCRIPCION 2015, ,01/06/2016, ,19/06/2015, ,19/06/2015, , ,AZUCAR PALERMO, , ,63, ,11847816,145,2016-SEM11, ,10/08/2016,-5.842.577.399.999.990,-3.459.661.359.999.990
SAN NICOLAS,880,C,COMUNA 01,1047,C1047AAG,LAVALLE 343,6,RENOVADO 2016, ,06/07/2016, ,06/11/2007, ,01/03/2005,18/02/2016, ,BAHREIN, ,10,95, ,11114/05,5,2016-SEM11, ,30/09/2016,-5.837.174.240.000.000,-3.460.195.190.000.000
SAAVEDRA,900,C,COMUNA 12,1431,C1431BJJ,"YRURTIA, ROGELIO 6020",7,SUSPENDIDO DISP. 108/09 CONJUNTA, , , ,23/06/2006, ,02/03/2005,25/06/2009, ,BELLA ROMA, ,73,86, ,10615/05,6,2016-SEM11, , ,-5.850.380.919.999.990,-3.456.425.219.999.990
FLORES,1260,C,COMUNA 07,1406,C1406GMR,RIVADAVIA AV. 7428,32,RENOVADO 2015, ,12/05/2016, ,17/03/2006, ,15/03/2005,10/06/2016, ,BELLAKEO NIGHT, ,60,35, ,10581/05,29,2016-SEM11, ,15/06/2016,-5.847.016.440.000.000,-3.463.095.890.000.000
RECOLETA,210,CC,COMUNA 02,1112,C1112AAI,AYACUCHO 1981,88,BAJA DE INSCRIPCION, , , ,31/08/2007, ,31/08/2007,27/08/2012, ,BLACK, ,115,88, ,28278/07,93,2016-SEM11, , ,-5.838.934.669.999.990,-345.877.762
PALERMO,333,CC,COMUNA 14,1414,C1414BFE,"VEGA, NICETO, CNEL. AV. 5699",47,RENOVADO 2015, ,27/05/2016, ,01/04/2009, ,01/04/2009,23/12/2015, ,BLOW, ,119,47, ,1965/09,104,2016-SEM11, ,21/08/2016,-584.401.674,-3.458.604.470.000.000
MONSERRAT,1950,C,COMUNA 01,1068,C1068AAA,PERU 535,93,RENOVADO 2015, ,01/06/2016, ,18/08/2011, ,18/08/2011,19/08/2015, ,BOUTIQUE, ,85,93, ,1241520/11,127,2016-SEM11, ,03/09/2016,-5.837.467.379.999.990,-3.461.419.250.000.000
CONSTITUCION,1646,C,COMUNA 01,1137,C1137ABB,O'BRIEN 1160,39,INSCRIPCION VENCIDA, , , ,21/10/2005, ,18/03/2005,16/03/2007, ,BRONCO, ,24,147, ,10827/05,36,2016-SEM11, , ,-583.818.932,-3.462.906.230.000.000
PALERMO,961,C,COMUNA 14,1414,C1414CWR,"JUSTO, JUAN B. AV. 1574",33,RENOVADO 2015, ,30/03/2016, ,27/03/2014, ,09/03/2012,01/04/2016, ,BROOK, ,35,49, ,407626/12,133,2016-SEM11, ,30/06/2016,-5.843.542.500.000.000,-345.860.135
PALERMO,264,C,COMUNA 14,1414,C1414DGB,"BORGES, JORGE LUIS 1640",94,RENOVADO 2015, ,06/07/2016, ,13/06/2013, ,17/07/2006,11/08/2015, ,BRUJAS, ,81,108, ,27022/05,79,2016-SEM11, ,30/09/2016,-5.843.001.730.000.000,-3.458.847.550.000.000
PALERMO,1764,C,COMUNA 14,,,"OBLIGADO RAFAEL, AV.COSTANERA Y SALGUERO, JERONIMO",41,RENOVADO 2015, ,13/05/2016, ,28/09/2005, ,18/03/2005,18/03/2016, ,CAIX, ,25,134, ,10607/05,38,2016-SEM11, ,26/08/2016,-5.839.899.799.999.990,-3.457.004.229.999.990
BALVANERA,428,C,COMUNA 03,1025,C1025ABG,RIOBAMBA 345,1,RENOVADO 2016, ,11/04/2016, ,12/12/2005, ,24/02/2005,01/03/2016, ,CASTELBAMBA, ,18,158, ,10560/05,1,2016-SEM11, ,13/07/2016,-5.839.374.339.999.990,-3.460.502.720.000.000
RETIRO,100,CC,COMUNA 01,1008,C1008AAT,SUIPACHA 930,68,INSCRIPCION VENCIDA,INSCRIPCION VENCIDA,24/10/2014, ,04/08/2005, ,08/06/2005,24/06/2014, ,CATTOS, ,82,93, ,20218/05,58,2016-SEM11, ,27/01/2015,-5.837.990.039.999.990,-3.459.732.389.999.990
MONSERRAT,400,C,COMUNA 01,1086,C1086AAO,"YRIGOYEN, HIPOLITO 947",70,RENOVADO 2015, ,13/06/2016, ,19/06/2009, ,19/06/2009,30/07/2015, ,CIRCUS, ,76,70, ,32798/09,107,2016-SEM11, ,03/09/2016,-5.837.976.729.999.990,-3.460.950.929.999.990
VILLA PUEYRREDON,1434,C,COMUNA 12,1419,C1419EQH,MOSCONI GENERAL AV. 2885,9,RENOVADO 2016, ,17/05/2016, ,27/06/2005, ,03/03/2005,09/03/2016, ,CITY HALL, ,26,77, ,10571/05,8,2016-SEM11, ,17/08/2016,-5.850.193.990.000.000,-3.458.603.209.999.990
